LABEL,TEXT,URL,EMAIL,PHONE
2,my name is theresa & i have 7.3milion dollar to transfer to you for charity work to help the poor ones in ur place india. contact memea.theresamarie@gmail.com,0,1,0
1,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,0,0,1
0,"den only weekdays got special price... haiz... cant eat liao... cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",0,0,0
0,"ok that would b lovely, if u r sure. think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... up to u! wot about ? ",0,0,0
0,then ur physics get a-?,0,0,0
0,this single single answers are we fighting? plus i said am broke and you didnt reply,0,0,0
0,lol yes. our friendship is hanging on a thread cause u won't buy stuff.,0,0,0
0,u too...,0,0,0
0,your account has been refilled successfully by inr 100.00; . your keralacircle prepaid account balance is rs.101.00 ; . your transaction id is kr 3567 .,0,0,0
0,sorry. you never hear unless you book it. one was kinda a joke--thet were really looking for skinny white girls. the other was one line--you can only do so much on camera with that. something like that they're casting on the look.,0,0,0
0,no current and food here. i am alone also,0,0,0
0,hmm thinking lor...,0,0,0
0,hope ur head doesn't hurt 2 much ! am ploughing my way through a pile of ironing ! staying in with a chinky tonight come round if you like.,0,0,0
2,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,0,0,1
0,i think chennai well settled?,0,0,0
0,hi happy birthday. hi hi hi hi hi hi hi,0,0,0
0,good morning. at the repair shop--the only reason i'm up at this hour.,0,0,0
0,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.,0,0,0
0,"that's very rude, you on campus?",0,0,0
0,did u see what i posted on your facebook?,0,0,0
0,he is world famamus....,0,0,0
1,do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or call now 08000930705 for del sat am,0,0,1
2,todays voda numbers ending 5226 are selected to receive a ?350 award. if you hava a match please call 08712300220 quoting claim code 1131 standard rates app,0,0,1
0,aight ill get on fb in a couple minutes,0,0,0
0,"it's not that you make me cry. it's just that when all our stuff happens on top of everything else, it pushes me over the edge. you don't underdtand how often i cry over my sorry, sorry life.",0,0,0
2,winner!! as a valued network customer you have been selected to receivea £900 prize reward! to claim call 09061701462. claim code kl345.,0,0,1
0,if u sending her home first it's ok lor. i'm not ready yet.,0,0,0
0,aiyah e rain like quite big leh. if drizzling i can at least run home.,0,0,0
0,hello! how's you and how did saturday go? i was just texting to see if you'd decided to do anything tomo. not that i'm trying to invite myself or anything!,0,0,0
0,"yeah, probably earlier than that",0,0,0
0,if you r at home then i am coming within 20 mins,0,0,0
0,printer is cool. i mean groovy. wine is groovying,0,0,0
0,don't necessarily expect it to be done before you get back though because i'm just now headin out,0,0,0
0,"sorry, left phone upstairs. ok, might be hectic but would be all my birds with one fell swoop. it's a date.",0,0,0
0,some are lasting as much as 2 hours. you might get lucky.,0,0,0
0,package all your programs well,0,0,0
0,he didn't see his shadow. we get an early spring yay,0,0,0
2,"urgent! dear fl1pkart customer, we are trying to contact you. last weekends draw shows that you w0n a rs.2,00,000 prize guaranteed. call 6299257179. claim code flip02. valid 12hrs only. ",0,0,1
2,"please call our customer service representative on 6200992462 between 10am-9pm as you have w0n a guaranteed cash prize of rs.8,00,000 fl1pkart team",0,0,1
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk,1,0,0
0,"sure, whenever you show ",0,0,0
0,oh god. i'm gonna google nearby cliffs now.,0,0,0
0,babe? you said 2 hours and it's been almost 4 ... is your internet down ?,0,0,0
0,....photoshop makes my computer shut down.,0,0,0
0,hey you told your name to gautham ah?,0,0,0
0,new car and house for my parents.:)i have only new job in hand:),0,0,0
0,k actually can you guys meet me at the sunoco on howard? it should be right on the way,0,0,0
0,hey what are you doing. y no reply pa..,0,0,0
0,can i meet ü at 5.. as 4 where depends on where ü wan 2 in lor..,0,0,0
0,hi my email address has changed now it is,0,0,0
0,no plm i will come da. on the way.,0,0,0
2,"dear voucher holder, to claim this weeks offer, at your pc please go to http://www.wtlp.co.uk/text. ts&cs apply.",1,0,0
0,then ü wait 4 me at bus stop aft ur lect lar. if i dun c ü then i go get my car then come back n pick ü.,0,0,0
0,dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks,0,0,0
0,hey are we going for the lo lesson or gym?,0,0,0
0,"new theory: argument wins d situation, but loses the person. so dont argue with ur loved ones�.",0,0,0
0,where in abj are you serving. are you staying with dad or alone.,0,0,0
0,nope i'm not drivin... i neva develop da photos lei...,0,0,0
0,home so we can always chat,0,0,0
0,ok. c u then.,0,0,0
2,your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd,0,0,1
0,"sorry sir, i will call you tomorrow.  senthil.hsbc",0,0,0
0,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,0,0
0,pls dont forget to study,0,0,0
0,one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt..,0,0,0
0,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.,0,0,0
0,are you willing to go for aptitude class.,0,0,0
0,so wat's da decision?,0,0,0
0,"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)",0,0,0
0,well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i'm a weed fiend/make them smoke too much/impede their doing other things so you see how i'm hesitant,0,0,0
0,ok... but bag again..,0,0,0
0,cool. do you like swimming? i have a pool and jacuzzi at my house.,0,0,0
0,great! i hope you like your man well endowed. i am  &lt;#&gt;  inches...,0,0,0
0,"aight i've been set free, think you could text me blake's address? it occurs to me i'm not quite as sure what i'm doing as i thought i was",0,0,0
2,	you are a winner u have been specially selected 2 receive £1000 cash  speak to a live operator 2 claim 0871277810810,0,0,1
0,it's ok i wun b angry. msg u aft i come home tonight.,0,0,0
0,just trying to figure out when i'm suppose to see a couple different people this week. we said we'd get together but i didn't set dates,0,0,0
0,yar lor wait 4 my mum 2 finish sch then have lunch lor... i whole morning stay at home clean my room now my room quite clean... hee...,0,0,0
0,how much she payed. suganya.,0,0,0
0,you still at the game?,0,0,0
0,k k:) sms chat with me.,0,0,0
0,great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0,0,0
0,the world's most happiest frnds never have the same characters... dey just have the best understanding of their differences...,0,0,0
0,sorry for the delay. yes masters,0,0,0
0,"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in.",0,0,0
0,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say i miss u,0,0,0
0,realy sorry-i don't recognise this number and am now confused :) who r u please?!,0,0,0
0,gud ni8 dear..sleep well�,0,0,0
2,	do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or call now 08000930705 for del sat am,0,0,1
1,thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash. name the new us president? txt ans to 80082,0,0,1
0,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0,0,0
0,may i call you later please..i am busy ryt nw�,0,0,0
0,"sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,0,0
0,me too! have a lovely night xxx,0,0,0
0,k..k...from tomorrow onwards started ah?,0,0,0
0,its a part of checking iq,0,0,0
0,yes when is the appt again?,0,0,0
0,re your call; you didn't see my facebook huh?,0,0,0
0,i cant pick the phone right now. i am busy,0,0,0
1,you are now unsubscribed all services. get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. no subscriptions.,1,0,0
0,you have registered shijo as payee. log in at icicibank.com and enter urn  to confirm. beware of frauds.,1,0,0
2,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08,0,0,1
0,i meant middle left or right?,0,0,0
0,i dont know oh. hopefully this month.,0,0,0
0,hi there. we have now moved in2 our pub . would be great 2 c u if u cud come up.,0,0,0
0,if he started searching he will get job in few days.he have great potential and talent.,0,0,0
0,can u look 4 me in da lib i got stuff havent finish yet.,0,0,0
0,"and that is the problem. you walk around in ""julianaland"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad.",0,0,0
0,"yeah that's what i thought, lemme know if anything's goin on later",0,0,0
0,dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,0,0
0,not tonight mate. catching up on some sleep. this is my new number by the way.,0,0,0
0,alrite,0,0,0
